origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"Austin, TX","Denver, CO",368,24,384,4,471,766,43,4673
"Austin, TX","Des Moines, IA",20,0,16,1,24,31,3,116
"Austin, TX","Detroit, MI",102,11,85,0,137,196,11,1288
"Austin, TX","Eagle, CO",4,0,3,0,1,5,0,12
"Austin, TX","El Paso, TX",141,11,98,3,217,240,3,1049
"Austin, TX","Eugene, OR",3,1,4,0,0,6,1,22
"Austin, TX","Fayetteville, AR",0,0,0,0,0,0,0,3
"Austin, TX","Fort Lauderdale, FL",119,7,170,0,166,258,11,980
"Austin, TX","Fort Myers, FL",4,1,4,0,5,7,0,27
"Austin, TX","Gainesville, FL",0,0,0,0,0,0,0,1
"Austin, TX","Grand Rapids, MI",10,1,14,1,20,26,1,95
"Austin, TX","Greer, SC",0,0,0,0,0,0,0,1
"Austin, TX","Harlingen/San Benito, TX",60,4,28,0,101,119,2,721
"Austin, TX","Honolulu, HI",66,2,6,0,2,66,1,166
"Austin, TX","Houston, TX",294,35,446,2,425,750,56,3780
"Austin, TX","Indianapolis, IN",101,6,62,2,139,172,6,694
"Austin, TX","Jacksonville, FL",3,0,2,0,4,4,0,7
"Austin, TX","Kansas City, MO",75,4,37,1,126,143,5,830
"Austin, TX","Knoxville, TN",13,2,12,3,8,28,1,101
"Austin, TX","Las Vegas, NV",364,24,374,10,556,756,15,3306
"Austin, TX","Lexington, KY",0,0,0,0,0,0,0,2
"Austin, TX","Long Beach, CA",69,3,55,0,101,117,1,588
"Austin, TX","Los Angeles, CA",540,36,390,10,584,878,25,4025
"Austin, TX","Louisville, KY",2,1,2,0,0,4,1,31
"Austin, TX","Lubbock, TX",40,2,11,2,82,82,2,321
"Austin, TX","Madison, WI",0,0,0,0,0,0,0,2
"Austin, TX","Memphis, TN",1,1,0,0,1,2,0,7
"Austin, TX","Miami, FL",230,23,251,3,233,425,28,1832
"Austin, TX","Midland/Odessa, TX",111,48,43,1,31,183,2,939
"Austin, TX","Minneapolis, MN",143,12,117,2,182,264,4,1402
"Austin, TX","Mission/McAllen/Edinburg, TX",99,57,40,0,0,160,3,698
"Austin, TX","Montrose/Delta, CO",0,0,0,0,0,0,0,4
"Austin, TX","Nashville, TN",382,63,195,2,370,604,17,3072
"Austin, TX","New Orleans, LA",194,12,137,3,265,331,7,1543
"Austin, TX","New York, NY",331,29,276,1,308,554,36,2406
"Austin, TX","Newark, NJ",144,23,233,1,110,357,42,1833
"Austin, TX","Oakland, CA",73,0,34,0,88,99,0,339
"Austin, TX","Oklahoma City, OK",36,3,17,0,41,60,1,385
"Austin, TX","Omaha, NE",15,3,10,0,9,19,1,68
"Austin, TX","Ontario, CA",80,2,45,4,102,116,2,372
"Austin, TX","Orlando, FL",314,27,344,5,365,600,42,2771
"Austin, TX","Palm Springs, CA",11,1,13,0,13,20,3,62
"Austin, TX","Panama City, FL",12,1,17,0,14,27,1,124
"Austin, TX","Pensacola, FL",0,0,0,0,0,0,0,9
"Austin, TX","Philadelphia, PA",127,19,118,0,123,225,16,984
"Austin, TX","Phoenix, AZ",373,30,246,7,495,652,21,3480
"Austin, TX","Pittsburgh, PA",69,2,42,2,79,104,2,374
"Austin, TX","Portland, OR",17,5,68,2,84,110,6,364
"Austin, TX","Provo, UT",16,2,15,0,20,26,1,109
"Austin, TX","Raleigh/Durham, NC",250,71,203,0,157,387,7,1382
"Austin, TX","Reno, NV",14,2,13,1,20,23,0,97
"Austin, TX","Sacramento, CA",86,5,49,1,125,147,3,552
"Austin, TX","Salt Lake City, UT",179,15,130,1,181,297,9,1753
"Austin, TX","San Diego, CA",219,13,285,9,297,450,19,2000
"Austin, TX","San Francisco, CA",134,32,371,5,173,497,49,2001
"Austin, TX","San Jose, CA",161,9,112,3,200,274,3,1221
"Austin, TX","San Juan, PR",3,0,5,0,3,8,0,30
"Austin, TX","Sanford, FL",7,1,8,0,0,11,1,46
"Austin, TX","Santa Ana, CA",121,5,72,2,142,182,6,712
"Austin, TX","Sarasota/Bradenton, FL",11,1,9,0,8,16,1,33
"Austin, TX","Seattle, WA",145,22,224,5,203,360,36,2022
"Austin, TX","Sioux Falls, SD",5,2,3,1,4,11,0,49
"Austin, TX","St. Louis, MO",89,6,52,1,105,134,1,908
"Austin, TX","Tampa, FL",135,3,113,5,173,235,18,1042
"Austin, TX","Tulsa, OK",35,0,22,0,66,74,0,358
"Austin, TX","Valparaiso, FL",1,0,2,0,2,3,0,9
"Austin, TX","Washington, DC",119,5,102,0,86,184,15,1340
"Bakersfield, CA","Dallas/Fort Worth, TX",51,10,43,1,37,81,9,462
"Bakersfield, CA","Denver, CO",38,4,28,0,16,71,1,541
"Bakersfield, CA","Phoenix, AZ",83,3,55,0,64,139,3,1196
"Bakersfield, CA","San Francisco, CA",35,7,44,0,8,78,4,482
"Baltimore, MD","Albany, NY",362,10,115,2,348,457,7,1665
"Baltimore, MD","Albuquerque, NM",87,3,49,0,64,101,1,396
"Baltimore, MD","Asheville, NC",10,0,13,0,24,29,2,84
"Baltimore, MD","Atlanta, GA",680,25,617,6,696,1193,66,6019
"Baltimore, MD","Austin, TX",242,4,188,0,182,316,7,1308
"Baltimore, MD","Birmingham, AL",70,0,41,1,56,87,1,329
"Baltimore, MD","Boston, MA",508,34,476,4,537,922,55,4070
"Baltimore, MD","Buffalo, NY",371,12,160,2,348,485,18,1691
"Baltimore, MD","Charleston, SC",210,8,130,0,193,281,8,1247
"Baltimore, MD","Charlotte, NC",461,36,470,5,579,854,43,3324
"Baltimore, MD","Chicago, IL",535,35,393,0,548,882,51,4606
"Baltimore, MD","Cincinnati, OH",123,4,52,0,139,170,4,738
"Baltimore, MD","Cleveland, OH",211,6,87,0,189,277,9,999
"Baltimore, MD","Colorado Springs, CO",25,1,10,0,19,35,1,209
"Baltimore, MD","Columbus, OH",221,4,69,1,215,277,2,1096
"Baltimore, MD","Dallas, TX",311,10,234,0,250,426,25,1843
"Baltimore, MD","Dallas/Fort Worth, TX",198,23,250,1,254,405,46,1587
"Baltimore, MD","Denver, CO",503,18,313,2,384,685,33,3193
"Baltimore, MD","Detroit, MI",247,5,157,1,296,415,21,2066
"Baltimore, MD","Fort Lauderdale, FL",577,22,586,6,478,943,63,3886
"Baltimore, MD","Fort Myers, FL",206,6,203,0,192,344,23,1384
"Baltimore, MD","Grand Rapids, MI",45,1,25,0,27,59,3,361
"Baltimore, MD","Greer, SC",91,1,44,0,94,130,4,584
"Baltimore, MD","Hartford, CT",349,9,150,0,319,445,4,1678
"Baltimore, MD","Houston, TX",386,22,357,3,291,602,26,2569
"Baltimore, MD","Indianapolis, IN",213,6,93,1,223,292,9,1190
"Baltimore, MD","Islip, NY",269,6,75,0,227,327,12,1261
"Baltimore, MD","Jackson/Vicksburg, MS",65,3,31,1,62,82,1,316
"Baltimore, MD","Jacksonville, FL",247,6,173,0,226,340,13,1417
"Baltimore, MD","Kansas City, MO",186,8,111,0,143,233,5,853
"Baltimore, MD","Las Vegas, NV",321,15,256,2,244,465,14,2034
"Baltimore, MD","Los Angeles, CA",337,17,242,7,224,434,27,1850
"Baltimore, MD","Louisville, KY",158,0,82,1,140,209,4,895
"Baltimore, MD","Manchester, NH",270,8,89,0,287,382,5,1592
"Baltimore, MD","Memphis, TN",32,1,21,0,31,44,0,263
"Baltimore, MD","Miami, FL",278,16,333,0,301,548,55,2410
"Baltimore, MD","Milwaukee, WI",162,5,82,0,161,225,8,893
"Baltimore, MD","Minneapolis, MN",153,7,136,0,151,258,6,1478
"Baltimore, MD","Myrtle Beach, SC",201,8,98,0,156,265,7,1194
"Baltimore, MD","Nashville, TN",296,9,156,1,298,395,12,1950
"Baltimore, MD","New Orleans, LA",220,8,162,0,188,305,9,1170
"Baltimore, MD","New York, NY",54,2,59,0,40,102,31,595
"Baltimore, MD","Norfolk, VA",280,7,104,0,301,396,7,1536
"Baltimore, MD","Oakland, CA",86,4,44,0,48,99,1,289
"Baltimore, MD","Orlando, FL",706,31,702,5,709,1238,112,5379
"Baltimore, MD","Panama City, FL",9,1,10,0,7,13,0,56
"Baltimore, MD","Philadelphia, PA",0,0,0,0,0,0,1,1
"Baltimore, MD","Phoenix, AZ",233,6,156,2,166,277,5,1128
"Baltimore, MD","Pittsburgh, PA",214,7,64,1,200,275,9,1079
"Baltimore, MD","Portland, ME",242,5,118,0,218,321,17,1270
"Baltimore, MD","Portland, OR",13,1,27,0,10,32,3,132
"Baltimore, MD","Providence, RI",371,7,131,1,346,467,17,1857
"Baltimore, MD","Punta Gorda, FL",2,0,2,0,3,5,0,18
"Baltimore, MD","Raleigh/Durham, NC",359,12,141,1,338,460,11,1872
"Baltimore, MD","Richmond, VA",104,0,61,1,84,132,0,421
"Baltimore, MD","Rochester, NY",219,6,74,2,205,284,4,1110
"Baltimore, MD","Sacramento, CA",15,0,18,0,0,22,1,42
"Baltimore, MD","Salt Lake City, UT",112,1,76,0,62,137,4,724
"Baltimore, MD","San Antonio, TX",150,4,107,2,128,193,4,777
"Baltimore, MD","San Diego, CA",172,4,132,0,142,245,2,982
"Baltimore, MD","San Francisco, CA",34,2,50,0,17,66,20,463
"Baltimore, MD","San Jose, CA",8,0,7,0,3,11,2,66
"Baltimore, MD","San Juan, PR",261,11,228,4,201,388,19,1334
"Baltimore, MD","Sarasota/Bradenton, FL",198,8,152,1,158,293,36,1366
"Baltimore, MD","Savannah, GA",166,4,110,1,145,231,6,971
"Baltimore, MD","Seattle, WA",76,5,119,2,77,178,12,594
"Baltimore, MD","St. Louis, MO",218,5,105,0,184,286,5,1340
"Baltimore, MD","Syracuse, NY",140,3,44,1,145,190,2,624
"Baltimore, MD","Tampa, FL",468,13,383,3,415,715,76,3259
"Baltimore, MD","Valparaiso, FL",29,0,22,0,18,41,0,249
"Baltimore, MD","West Palm Beach/Palm Beach, FL",197,6,192,2,192,339,10,1340
"Bangor, ME","Charlotte, NC",20,3,41,2,27,55,2,225
"Bangor, ME","Chicago, IL",60,6,91,2,53,119,2,350
"Bangor, ME","Fort Lauderdale, FL",5,0,6,0,8,11,0,20
"Bangor, ME","New York, NY",46,3,96,1,83,150,58,1415
"Bangor, ME","Newark, NJ",36,14,78,0,26,106,37,681
"Bangor, ME","Philadelphia, PA",51,2,54,2,63,99,14,468
"Bangor, ME","Punta Gorda, FL",1,2,8,0,0,9,1,90
"Bangor, ME","Sanford, FL",21,3,30,1,22,49,6,229
"Bangor, ME","St. Petersburg, FL",12,6,19,0,20,33,8,196
"Bangor, ME","Washington, DC",70,6,94,1,127,169,27,962
"Barrow, AK","Anchorage, AK",15,7,61,36,64,95,19,364
"Baton Rouge, LA","Atlanta, GA",99,20,91,0,85,186,21,1515
"Baton Rouge, LA","Charlotte, NC",116,41,118,1,140,216,13,957
"Baton Rouge, LA","Dallas/Fort Worth, TX",179,126,212,6,222,415,49,1969
"Baton Rouge, LA","Houston, TX",17,3,16,0,13,35,4,166
"Baton Rouge, LA","Las Vegas, NV",1,0,0,0,0,1,0,3
"Baton Rouge, LA","Oklahoma City, OK",0,0,0,0,0,0,0,1
"Baton Rouge, LA","Washington, DC",22,3,14,1,4,30,3,307
"Beaumont/Port Arthur, TX","Dallas/Fort Worth, TX",48,35,41,0,25,107,15,730
"Belleville, IL","Fort Lauderdale, FL",2,1,5,0,6,7,0,16
"Belleville, IL","Jacksonville, FL",7,1,5,0,10,13,2,46
"Belleville, IL","Knoxville, TN",3,1,3,1,12,14,0,58
"Belleville, IL","Las Vegas, NV",8,1,10,0,11,14,1,52
"Belleville, IL","Myrtle Beach, SC",4,0,0,0,1,4,1,22
"Belleville, IL","Punta Gorda, FL",23,9,22,0,35,51,2,165
"Belleville, IL","Sanford, FL",19,3,17,0,32,39,1,136
"Belleville, IL","Sarasota/Bradenton, FL",3,0,6,0,6,11,4,89
"Belleville, IL","Savannah, GA",2,0,4,0,4,5,0,25
"Belleville, IL","St. Petersburg, FL",18,4,14,0,22,33,6,147
"Belleville, IL","Valparaiso, FL",24,1,25,0,51,60,11,342
"Bellingham, WA","Denver, CO",11,0,9,0,7,14,0,48
"Bellingham, WA","Las Vegas, NV",43,10,43,1,40,84,5,857
"Bellingham, WA","Los Angeles, CA",8,1,8,0,6,14,0,106
"Bellingham, WA","Oakland, CA",28,0,7,0,26,36,3,304
"Bellingham, WA","Palm Springs, CA",7,0,8,0,5,14,0,102
"Bellingham, WA","Phoenix, AZ",10,2,9,0,7,16,1,138
"Bellingham, WA","San Diego, CA",1,0,1,0,0,2,1,24
"Bellingham, WA","Seattle, WA",106,13,139,2,82,209,7,965
"Bemidji, MN","Minneapolis, MN",103,22,46,0,0,123,7,730
"Bend/Redmond, OR","Dallas/Fort Worth, TX",37,7,28,0,54,63,2,132
"Bend/Redmond, OR","Denver, CO",74,20,58,0,43,110,14,731
"Bend/Redmond, OR","Los Angeles, CA",48,7,46,0,22,85,11,449
"Bend/Redmond, OR","Phoenix, AZ",42,24,35,0,15,82,5,743
"Bend/Redmond, OR","Salt Lake City, UT",55,26,28,1,0,80,12,738
"Bend/Redmond, OR","San Diego, CA",59,5,59,0,28,98,6,336
"Bend/Redmond, OR","San Francisco, CA",121,24,216,0,91,312,32,1117
"Bend/Redmond, OR","Seattle, WA",161,50,184,4,57,305,29,1670
"Bethel, AK","Anchorage, AK",51,12,144,94,100,207,8,726
"Billings, MT","Chicago, IL",15,0,20,0,24,27,0,124
"Billings, MT","Cody, WY",0,0,0,0,0,0,0,1
"Billings, MT","Dallas/Fort Worth, TX",55,18,81,1,72,122,4,643
"Billings, MT","Denver, CO",92,16,94,0,87,201,11,1405
"Billings, MT","Las Vegas, NV",12,2,30,0,27,43,1,126
"Billings, MT","Los Angeles, CA",4,0,3,0,5,7,0,26
"Billings, MT","Minneapolis, MN",30,2,27,0,7,50,6,425
"Billings, MT","Phoenix, AZ",31,7,46,0,32,72,4,362
"Billings, MT","Salt Lake City, UT",77,21,52,0,0,109,6,1037
"Binghamton, NY","Detroit, MI",31,2,28,0,18,47,11,359
"Binghamton, NY","New York, NY",1,0,4,0,1,4,1,8
"Birmingham, AL","Atlanta, GA",124,23,177,0,165,333,28,2961
"Birmingham, AL","Baltimore, MD",34,1,30,0,63,71,3,329
"Birmingham, AL","Charlotte, NC",160,73,210,6,331,457,23,2276
"Birmingham, AL","Chicago, IL",113,12,57,0,111,176,10,1108
"Birmingham, AL","Dallas, TX",95,7,78,1,132,178,6,929
"Birmingham, AL","Dallas/Fort Worth, TX",229,111,281,2,329,529,32,2321
"Birmingham, AL","Denver, CO",108,3,82,1,40,151,4,1081
"Birmingham, AL","Detroit, MI",82,19,36,0,11,106,1,504
"Birmingham, AL","Fort Lauderdale, FL",16,0,21,0,9,23,0,73
"Birmingham, AL","Houston, TX",101,5,75,1,74,151,13,758
"Birmingham, AL","Las Vegas, NV",63,2,46,0,74,93,0,367
"Birmingham, AL","Madison, WI",0,0,1,0,1,1,0,2
"Birmingham, AL","Miami, FL",71,19,50,0,86,135,9,685
"Birmingham, AL","Milwaukee, WI",0,0,0,0,0,0,0,1
"Birmingham, AL","Nashville, TN",2,0,2,0,3,3,0,54
"Birmingham, AL","New York, NY",58,12,80,0,55,136,38,1034
"Birmingham, AL","Oklahoma City, OK",0,0,0,0,0,0,0,3
"Birmingham, AL","Orlando, FL",88,3,77,2,128,171,8,728
"Birmingham, AL","Philadelphia, PA",54,24,60,2,60,109,4,567
"Birmingham, AL","Phoenix, AZ",7,0,3,0,7,10,0,50
"Birmingham, AL","Tampa, FL",43,3,42,0,75,84,8,406
"Birmingham, AL","Washington, DC",70,20,89,1,87,171,22,996
"Bishop, CA","Denver, CO",3,1,8,0,20,28,9,103
"Bishop, CA","San Francisco, CA",1,4,24,0,16,38,10,171
"Bismarck/Mandan, ND","Dallas/Fort Worth, TX",65,16,84,3,64,120,2,602
"Bismarck/Mandan, ND","Denver, CO",139,22,92,0,50,231,17,1266
"Bismarck/Mandan, ND","Las Vegas, NV",8,2,11,0,15,23,2,120
"Bismarck/Mandan, ND","Minneapolis, MN",192,61,136,1,4,280,9,1563
"Bismarck/Mandan, ND","Phoenix, AZ",17,8,31,2,21,42,3,283
"Bismarck/Mandan, ND","Sanford, FL",4,4,8,0,4,13,0,73
"Bismarck/Mandan, ND","St. Petersburg, FL",1,2,4,0,2,8,3,67
"Bloomington/Normal, IL","Atlanta, GA",39,5,53,0,44,99,9,731
"Bloomington/Normal, IL","Dallas/Fort Worth, TX",49,30,77,1,59,126,12,729
"Bloomington/Normal, IL","Denver, CO",2,0,16,0,13,18,2,60
"Bloomington/Normal, IL","Sanford, FL",13,3,16,0,19,28,2,122
"Bloomington/Normal, IL","St. Petersburg, FL",8,2,15,0,16,25,2,108
"Boise, ID","Atlanta, GA",59,4,47,0,48,85,5,474
"Boise, ID","Burbank, CA",38,2,40,0,52,77,2,440
"Boise, ID","Chicago, IL",58,0,43,0,23,90,2,610
"Boise, ID","Dallas, TX",3,0,1,0,3,3,0,9
"Boise, ID","Dallas/Fort Worth, TX",107,17,107,5,91,184,13,830
"Boise, ID","Denver, CO",164,19,184,0,181,347,34,2800
"Boise, ID","Las Vegas, NV",106,13,213,0,171,302,14,1683
"Boise, ID","Long Beach, CA",2,0,3,0,6,8,0,41
"Boise, ID","Los Angeles, CA",92,15,44,0,31,143,4,1557
"Boise, ID","Minneapolis, MN",80,13,95,0,61,148,11,812
"Boise, ID","Oakland, CA",26,1,34,0,74,91,3,669
"Boise, ID","Palm Springs, CA",2,0,0,0,0,2,0,4
"Boise, ID","Phoenix, AZ",177,10,108,0,131,267,3,1807
"Boise, ID","Portland, OR",48,9,47,1,50,108,6,1040
"Boise, ID","Sacramento, CA",52,2,43,2,109,130,1,874
"Boise, ID","Salt Lake City, UT",115,33,92,0,114,228,7,1672
"Boise, ID","San Diego, CA",74,4,73,0,45,138,5,705
"Boise, ID","San Francisco, CA",134,18,256,0,52,377,8,1479
"Boise, ID","San Jose, CA",37,1,27,0,52,65,2,597
"Boise, ID","Santa Ana, CA",18,5,21,0,35,45,2,188
"Boise, ID","Seattle, WA",363,96,299,1,146,624,8,3711
"Boise, ID","Spokane, WA",50,6,85,0,70,127,5,857
"Boston, MA","Asheville, NC",24,2,13,0,12,35,5,214
"Boston, MA","Atlanta, GA",587,37,524,3,450,962,45,5028
"Boston, MA","Augusta, GA",1,0,3,0,0,3,0,13
"Boston, MA","Austin, TX",211,10,199,2,115,327,13,1443
"Boston, MA","Baltimore, MD",410,20,328,2,467,709,52,4053
"Boston, MA","Bozeman, MT",13,1,10,0,9,18,1,90
"Boston, MA","Buffalo, NY",140,6,61,0,95,162,13,929
"Boston, MA","Charleston, SC",172,5,170,1,107,279,20,1260
"Boston, MA","Charlotte Amalie, VI",17,3,19,1,4,27,1,114
"Boston, MA","Charlotte, NC",530,37,542,5,451,915,81,5214
"Boston, MA","Chicago, IL",903,62,887,4,887,1547,110,8334
"Boston, MA","Cincinnati, OH",182,16,180,0,187,312,23,2022
"Boston, MA","Cleveland, OH",195,12,103,0,147,269,22,1712
"Boston, MA","Columbus, OH",133,5,103,1,148,229,27,1800
"Boston, MA","Dallas, TX",10,0,6,0,9,11,0,39
"Boston, MA","Dallas/Fort Worth, TX",528,40,553,3,397,870,54,4059
"Boston, MA","Denver, CO",455,24,345,2,364,648,56,3792
"Boston, MA","Detroit, MI",383,22,254,0,294,539,31,2741
"Boston, MA","Fort Lauderdale, FL",568,37,570,10,292,863,51,3172
"Boston, MA","Fort Myers, FL",383,20,383,10,237,605,42,2220
"Boston, MA","Grand Rapids, MI",2,2,7,0,8,11,0,87
"Boston, MA","Hayden, CO",4,0,2,0,1,5,1,32
"Boston, MA","Hilton Head, SC",3,0,6,0,3,7,0,26
"Boston, MA","Honolulu, HI",64,4,12,1,31,76,2,258
"Boston, MA","Houston, TX",253,18,284,0,154,428,37,1983
"Boston, MA","Indianapolis, IN",135,14,125,0,115,234,22,1982
"Boston, MA","Jacksonville, FL",162,17,129,1,101,240,11,1217
"Boston, MA","Kansas City, MO",63,4,67,0,39,112,13,707
"Boston, MA","Key West, FL",24,3,34,0,10,50,3,196
"Boston, MA","Knoxville, TN",5,1,5,0,7,10,0,111
"Boston, MA","Las Vegas, NV",166,14,169,2,102,273,7,1606
"Boston, MA","Los Angeles, CA",647,28,478,1,369,885,18,4655
"Boston, MA","Louisville, KY",29,3,31,1,24,57,1,693
"Boston, MA","Madison, WI",2,0,2,0,2,3,1,14
"Boston, MA","Martha's Vineyard, MA",8,1,6,0,7,14,1,83
"Boston, MA","Memphis, TN",58,5,86,0,82,131,13,582
"Boston, MA","Miami, FL",433,17,504,7,250,731,57,3788
"Boston, MA","Milwaukee, WI",77,3,47,1,49,109,7,854
"Boston, MA","Minneapolis, MN",227,17,194,2,209,365,17,2162
"Boston, MA","Myrtle Beach, SC",73,8,100,0,31,132,14,703
"Boston, MA","Nantucket, MA",23,1,12,0,15,31,2,209
"Boston, MA","Nashville, TN",331,17,274,2,272,502,37,2766
"Boston, MA","New Orleans, LA",93,9,97,1,59,166,15,897
"Boston, MA","New York, NY",1224,93,1314,8,921,2210,308,13347
"Boston, MA","Newark, NJ",275,37,635,1,322,845,137,4362
"Boston, MA","Norfolk, VA",39,2,69,0,27,81,13,412
"Boston, MA","Orlando, FL",801,49,790,17,576,1301,97,4846
"Boston, MA","Panama City, FL",1,0,5,0,1,5,0,13
"Boston, MA","Philadelphia, PA",553,33,449,1,593,977,78,5262
"Boston, MA","Phoenix, AZ",251,18,213,3,213,402,9,2150
"Boston, MA","Pittsburgh, PA",285,14,187,2,224,407,33,2207
"Boston, MA","Portland, OR",68,9,89,0,110,170,12,669
"Boston, MA","Presque Isle/Houlton, ME",21,2,12,0,16,27,1,118
"Boston, MA","Raleigh/Durham, NC",403,29,241,1,267,559,30,3013
"Boston, MA","Richmond, VA",206,16,111,0,176,299,18,1722
"Boston, MA","Sacramento, CA",29,2,13,0,23,37,1,83
"Boston, MA","Salt Lake City, UT",174,12,120,4,105,248,7,1299
"Boston, MA","San Antonio, TX",50,1,37,0,17,70,5,335
"Boston, MA","San Diego, CA",149,12,267,2,104,344,11,1511
"Boston, MA","San Francisco, CA",555,39,762,4,436,1135,43,4446
"Boston, MA","San Jose, CA",32,1,45,0,19,55,1,126
"Boston, MA","San Juan, PR",467,31,433,5,246,644,26,2040
"Boston, MA","Sarasota/Bradenton, FL",38,2,42,0,17,67,18,440
"Boston, MA","Savannah, GA",95,5,60,3,50,117,3,612
"Boston, MA","Seattle, WA",217,18,375,5,194,540,23,2581
"Boston, MA","South Bend, IN",0,0,0,0,0,0,0,2
"Boston, MA","St. Louis, MO",181,9,120,1,174,261,17,1591
"Boston, MA","Syracuse, NY",87,5,32,0,67,101,7,363
"Boston, MA","Tampa, FL",430,23,315,3,269,595,63,2630
"Boston, MA","Traverse City, MI",4,1,9,0,3,11,1,117
"Boston, MA","Valparaiso, FL",1,0,3,0,4,4,0,27
"Boston, MA","Washington, DC",1103,76,1036,3,964,1888,165,11120
"Boston, MA","West Palm Beach/Palm Beach, FL",388,25,359,1,233,571,26,2002
"Boston, MA","Wilmington, NC",20,1,13,0,15,29,2,184
"Bozeman, MT","Atlanta, GA",22,3,33,0,33,58,3,363
"Bozeman, MT","Austin, TX",5,0,0,0,4,7,2,23
"Bozeman, MT","Boston, MA",20,2,26,0,24,41,0,90
"Bozeman, MT","Charlotte, NC",3,1,3,0,3,4,0,12
"Bozeman, MT","Chicago, IL",105,7,98,0,97,179,6,994
"Bozeman, MT","Dallas, TX",2,0,0,0,2,2,0,26
"Bozeman, MT","Dallas/Fort Worth, TX",94,16,100,0,131,183,3,703
"Bozeman, MT","Denver, CO",164,20,253,0,224,428,20,2673
"Bozeman, MT","Houston, TX",7,0,7,0,6,12,1,48
"Bozeman, MT","Las Vegas, NV",55,3,98,0,98,156,4,716
"Bozeman, MT","Los Angeles, CA",42,17,35,0,24,81,4,583
"Bozeman, MT","Minneapolis, MN",24,5,79,0,48,111,3,811
"Bozeman, MT","Nashville, TN",8,3,4,0,7,13,4,129
"Bozeman, MT","New York, NY",8,0,16,0,15,23,3,71
"Bozeman, MT","Newark, NJ",28,3,57,1,30,78,6,308
"Bozeman, MT","Phoenix, AZ",14,2,18,1,19,30,1,129
"Bozeman, MT","Portland, OR",14,3,26,0,18,36,0,154
"Bozeman, MT","Salt Lake City, UT",76,42,62,0,28,143,5,1169
"Bozeman, MT","San Diego, CA",3,1,13,0,12,17,1,66
"Bozeman, MT","San Francisco, CA",26,4,86,0,42,117,8,424
"Bozeman, MT","Seattle, WA",35,8,116,0,96,158,8,705
"Bozeman, MT","Washington, DC",0,0,0,0,0,0,0,6
"Brainerd, MN","Minneapolis, MN",75,23,52,1,0,106,4,649
"Bristol/Johnson City/Kingsport, TN","Atlanta, GA",74,21,70,0,78,166,9,1428
"Bristol/Johnson City/Kingsport, TN","Charlotte, NC",3,0,14,0,7,18,1,102
"Bristol/Johnson City/Kingsport, TN","Dallas/Fort Worth, TX",39,5,30,0,43,66,6,552
"Bristol/Johnson City/Kingsport, TN","Sanford, FL",27,3,18,0,39,43,3,111
"Bristol/Johnson City/Kingsport, TN","St. Petersburg, FL",4,1,12,0,14,16,3,55
"Brownsville, TX","Dallas/Fort Worth, TX",114,49,157,2,147,271,26,1643
"Brownsville, TX","Houston, TX",28,7,13,0,13,52,12,319
"Brunswick, GA","Atlanta, GA",144,35,72,0,12,189,2,795
"Buffalo, NY","Atlanta, GA",95,36,128,0,156,237,22,1338
"Buffalo, NY","Baltimore, MD",119,2,108,0,164,222,19,1672
"Buffalo, NY","Boston, MA",68,4,100,0,72,145,15,929
"Buffalo, NY","Charlotte, NC",158,25,168,5,195,301,20,1271
"Buffalo, NY","Chicago, IL",257,38,331,4,237,507,42,2689
"Buffalo, NY","Dallas, TX",0,0,0,0,0,0,0,9
"Buffalo, NY","Dallas/Fort Worth, TX",56,8,49,1,27,83,9,511
"Buffalo, NY","Denver, CO",54,0,56,0,76,99,8,459
"Buffalo, NY","Detroit, MI",95,47,86,0,62,196,18,1311
"Buffalo, NY","Fort Lauderdale, FL",60,2,78,0,69,116,9,512
"Buffalo, NY","Fort Myers, FL",13,1,31,0,20,42,9,160
"Buffalo, NY","Houston, TX",0,0,0,0,0,0,0,1
"Buffalo, NY","Indianapolis, IN",0,0,0,0,0,0,0,1
"Buffalo, NY","Kansas City, MO",0,0,0,0,0,0,0,2
"Buffalo, NY","Las Vegas, NV",68,0,42,0,64,89,4,357
"Buffalo, NY","Los Angeles, CA",42,1,31,0,58,70,5,256
"Buffalo, NY","Miami, FL",5,0,5,0,1,7,0,28
"Buffalo, NY","Minneapolis, MN",10,0,15,0,23,31,0,144
"Buffalo, NY","Nashville, TN",16,1,9,0,20,23,0,240
"Buffalo, NY","New York, NY",377,65,510,0,457,806,165,4851
"Buffalo, NY","Newark, NJ",35,10,71,0,22,100,31,780
"Buffalo, NY","Orlando, FL",124,6,186,0,202,316,36,1650
"Buffalo, NY","Philadelphia, PA",41,8,43,3,47,78,20,434
"Buffalo, NY","Phoenix, AZ",34,2,31,0,28,42,1,208
"Buffalo, NY","Raleigh/Durham, NC",7,0,8,0,20,22,3,102
"Buffalo, NY","Sarasota/Bradenton, FL",11,0,6,0,9,13,3,43
"Buffalo, NY","Seattle, WA",1,0,1,0,0,1,0,1
"Buffalo, NY","Tampa, FL",66,5,91,0,129,166,23,809
"Buffalo, NY","Washington, DC",107,17,155,4,150,247,30,1369
"Buffalo, NY","West Palm Beach/Palm Beach, FL",6,0,5,0,2,7,0,29
"Burbank, CA","Albuquerque, NM",18,0,13,0,17,31,0,351
