month,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
6,"Salt Lake City, UT",1093,120,640,2,920,1708,27,9606
6,"San Angelo, TX",9,5,6,0,12,17,3,90
6,"San Antonio, TX",613,50,386,8,639,981,23,3555
6,"San Diego, CA",1246,78,1311,16,1300,2284,56,8294
6,"San Francisco, CA",1444,108,2168,6,1248,3168,83,10263
6,"San Jose, CA",601,26,390,4,661,984,14,4374
6,"San Juan, PR",695,83,598,15,577,1060,58,3411
6,"San Luis Obispo, CA",54,2,40,0,44,90,0,414
6,"Sanford, FL",151,29,141,0,213,294,14,970
6,"Santa Ana, CA",495,19,245,2,454,728,31,3551
6,"Santa Barbara, CA",75,4,42,0,63,107,6,664
6,"Santa Fe, NM",34,10,21,0,16,59,1,300
6,"Santa Maria, CA",0,1,3,0,2,3,0,9
6,"Santa Rosa, CA",29,1,46,0,26,67,0,289
6,"Sarasota/Bradenton, FL",165,12,95,2,136,237,7,1152
6,"Sault Ste. Marie, MI",9,6,8,0,0,15,0,60
6,"Savannah, GA",218,24,132,0,199,332,24,1701
6,"Scottsbluff, NE",7,2,7,0,1,10,1,52
6,"Scranton/Wilkes-Barre, PA",34,7,27,0,41,61,1,146
6,"Seattle, WA",1880,229,2644,34,1779,3893,91,15186
6,"Sheridan, WY",7,1,3,0,3,10,2,60
6,"Shreveport, LA",54,12,55,1,55,101,5,400
6,"Sioux City, IA",14,2,4,0,3,19,1,60
6,"Sioux Falls, SD",95,29,70,0,72,174,1,571
6,"Sitka, AK",27,5,19,0,21,48,2,174
6,"South Bend, IN",76,18,52,0,20,114,5,504
6,"Spokane, WA",263,21,208,1,217,416,2,1513
6,"Springfield, IL",2,0,1,0,1,2,0,8
6,"Springfield, MO",119,25,120,0,121,222,12,890
6,"St. Cloud, MN",0,0,0,0,0,0,0,8
6,"St. George, UT",20,5,19,0,6,30,0,206
6,"St. Louis, MO",865,63,491,7,918,1301,37,5825
6,"St. Petersburg, FL",121,33,125,5,151,239,11,867
6,"State College, PA",17,3,10,0,7,26,1,82
6,"Stillwater, OK",5,3,6,0,0,9,0,60
6,"Stockton, CA",2,0,9,0,6,9,0,44
6,"Sun Valley/Hailey/Ketchum, ID",10,1,9,0,5,20,0,153
6,"Syracuse, NY",200,16,147,2,173,303,33,1207
6,"Tallahassee, FL",51,12,53,0,63,111,7,529
6,"Tampa, FL",1116,86,769,13,1037,1703,62,6243
6,"Texarkana, AR",11,4,8,1,18,28,1,60
6,"Toledo, OH",1,0,1,0,0,1,0,26
6,"Traverse City, MI",56,14,56,2,40,107,4,512
6,"Trenton, NJ",13,3,17,0,19,30,6,134
6,"Tucson, AZ",201,10,138,0,180,309,8,1361
6,"Tulsa, OK",264,27,135,1,249,397,14,1553
6,"Twin Falls, ID",5,0,0,0,0,5,0,60
6,"Tyler, TX",8,4,8,0,3,16,0,90
6,"Valdosta, GA",3,0,1,0,1,5,0,60
6,"Valparaiso, FL",122,17,94,1,163,239,10,1141
6,"Victoria, TX",7,0,1,0,6,13,1,51
6,"Waco, TX",22,4,27,1,23,43,2,90
6,"Walla Walla, WA",3,0,4,0,6,10,1,60
6,"Washington, DC",1839,265,1638,8,1761,3216,210,15981
6,"West Palm Beach/Palm Beach, FL",335,32,223,3,271,507,55,2012
6,"West Yellowstone, MT",7,0,1,0,0,7,2,62
6,"White Plains, NY",146,23,108,8,107,226,19,986
6,"Wichita Falls, TX",5,2,2,0,2,9,1,60
6,"Wichita, KS",182,32,142,1,161,296,9,928
6,"Williston, ND",28,8,24,0,8,48,0,170
6,"Wilmington, NC",83,17,72,0,84,156,16,732
6,"Worcester, MA",14,0,4,1,7,16,2,115
6,"Wrangell, AK",4,0,4,0,9,12,0,60
6,"Yakutat, AK",0,1,2,0,7,7,0,60
6,"Yuma, AZ",10,0,3,0,9,16,0,118
7,"Aberdeen, SD",11,4,3,0,0,16,0,62
7,"Abilene, TX",29,2,47,0,40,59,0,149
7,"Adak Island, AK",1,0,0,0,0,1,0,9
7,"Aguadilla, PR",55,5,39,1,33,72,2,197
7,"Akron, OH",61,17,56,2,73,127,5,332
7,"Albany, GA",13,7,8,0,0,21,3,62
7,"Albany, NY",256,33,109,6,237,369,42,1061
7,"Albuquerque, NM",430,20,236,4,385,604,27,2126
7,"Alexandria, LA",17,4,16,0,13,35,6,177
7,"Allentown/Bethlehem/Easton, PA",53,26,52,0,66,118,17,375
7,"Alpena, MI",7,1,2,0,0,8,0,52
7,"Amarillo, TX",73,5,54,0,81,124,2,465
7,"Anchorage, AK",270,20,396,32,284,597,37,2301
7,"Appleton, WI",84,15,55,1,57,141,13,532
7,"Arcata/Eureka, CA",10,2,11,0,12,27,1,141
7,"Asheville, NC",208,59,239,1,217,415,41,1249
7,"Ashland, WV",7,8,14,0,11,21,6,91
7,"Aspen, CO",92,11,70,0,40,160,9,711
7,"Atlanta, GA",4930,529,4816,27,4834,8678,1822,30072
7,"Atlantic City, NJ",36,8,45,3,37,65,10,230
7,"Augusta, GA",58,25,36,2,72,111,30,384
7,"Austin, TX",1565,147,1378,13,1458,2521,151,7756
7,"Bakersfield, CA",37,2,18,0,47,57,1,266
7,"Baltimore, MD",1675,126,1487,16,1803,2694,140,9067
7,"Bangor, ME",92,12,82,1,104,175,28,589
7,"Barrow, AK",6,0,9,0,2,9,2,31
7,"Baton Rouge, LA",82,20,75,4,91,146,21,434
7,"Beaumont/Port Arthur, TX",3,1,5,0,0,7,3,62
7,"Belleville, IL",21,14,16,0,24,46,6,149
7,"Bellingham, WA",33,1,26,0,45,62,3,280
7,"Bemidji, MN",7,5,2,0,0,12,0,62
7,"Bend/Redmond, OR",77,1,55,1,50,118,10,517
7,"Bethel, AK",6,0,3,0,10,13,1,62
7,"Billings, MT",68,6,34,0,58,104,11,420
7,"Binghamton, NY",5,0,2,0,5,7,2,31
7,"Birmingham, AL",350,44,267,1,302,546,57,1460
7,"Bishop, CA",2,1,0,0,2,5,1,31
7,"Bismarck/Mandan, ND",50,10,30,1,37,83,3,357
7,"Bloomington/Normal, IL",19,8,22,0,29,46,4,162
7,"Boise, ID",322,28,222,2,278,499,33,2140
7,"Boston, MA",2062,189,1852,10,2012,3675,347,12957
7,"Bozeman, MT",200,11,102,1,194,301,16,1164
7,"Brainerd, MN",7,4,5,0,0,10,0,62
7,"Bristol/Johnson City/Kingsport, TN",23,6,18,0,27,42,8,197
7,"Brownsville, TX",22,6,28,0,20,48,8,202
7,"Brunswick, GA",13,5,9,0,0,18,0,62
7,"Buffalo, NY",428,39,281,2,412,648,63,2028
7,"Burbank, CA",433,19,244,1,453,652,43,2875
7,"Burlington, VT",131,16,102,1,121,218,40,795
7,"Butte, MT",8,0,3,0,0,8,0,62
7,"Casper, WY",27,1,18,0,16,44,0,246
7,"Cedar City, UT",9,1,3,0,0,10,0,52
7,"Cedar Rapids/Iowa City, IA",140,32,98,0,144,239,21,729
7,"Champaign/Urbana, IL",19,5,21,0,31,42,2,123
7,"Charleston, SC",442,56,343,0,444,747,106,2495
7,"Charleston/Dunbar, WV",57,26,34,1,46,107,5,288
7,"Charlotte Amalie, VI",94,4,72,2,47,125,5,495
7,"Charlotte, NC",3377,689,3707,31,4383,6484,729,19040
7,"Charlottesville, VA",34,9,25,0,32,62,14,259
7,"Chattanooga, TN",90,23,78,2,76,160,16,527
7,"Cheyenne, WY",7,1,3,0,1,9,0,58
7,"Chicago, IL",5031,582,4572,41,4828,8668,773,32411
7,"Christiansted, VI",13,3,13,1,21,28,1,87
7,"Cincinnati, OH",641,100,578,3,716,1178,138,3750
7,"Clarksburg/Fairmont, WV",4,3,8,1,11,13,1,34
7,"Cleveland, OH",690,78,461,4,714,1107,128,3798
7,"Cody, WY",12,0,10,0,9,20,0,121
7,"College Station/Bryan, TX",20,1,18,1,17,33,3,92
7,"Colorado Springs, CO",260,18,145,1,214,376,15,1220
7,"Columbia, MO",39,8,46,0,50,75,1,182
7,"Columbia, SC",129,20,76,0,106,189,37,577
7,"Columbus, GA",16,7,20,0,13,31,5,85
7,"Columbus, MS",6,2,9,0,9,17,2,62
7,"Columbus, OH",655,94,471,7,645,1074,106,3928
7,"Concord, NC",9,7,16,0,8,20,2,62
7,"Cordova, AK",2,0,7,0,8,10,1,62
7,"Corpus Christi, TX",67,4,54,0,70,107,13,369
7,"Dallas, TX",1144,56,728,12,1295,1701,52,6447
7,"Dallas/Fort Worth, TX",4954,888,4398,71,5768,8863,557,29080
7,"Dayton, OH",114,27,75,0,108,186,20,640
7,"Daytona Beach, FL",43,7,22,0,39,75,11,245
7,"Deadhorse, AK",2,0,2,0,0,2,1,50
7,"Decatur, IL",9,1,9,0,6,16,0,53
7,"Denver, CO",3858,279,2613,9,3750,6255,512,28400
7,"Des Moines, IA",256,28,185,1,298,415,49,1351
7,"Detroit, MI",1918,222,1119,9,1412,2871,507,11751
7,"Devils Lake, ND",5,0,0,0,4,9,0,57
7,"Dickinson, ND",2,1,2,0,1,5,0,58
7,"Dillingham, AK",2,0,0,0,1,3,0,31
7,"Dodge City, KS",6,1,3,0,2,8,5,53
7,"Dothan, AL",13,9,9,0,0,22,3,62
7,"Duluth, MN",30,2,20,0,26,48,2,208
7,"Durango, CO",46,1,36,4,24,66,1,373
7,"Eagle, CO",40,6,25,1,43,64,4,243
7,"El Paso, TX",334,21,191,1,331,456,16,1545
7,"Elko, NV",4,1,4,0,0,5,1,31
7,"Elmira/Corning, NY",27,4,18,0,0,33,0,88
7,"Escanaba, MI",12,0,3,0,0,11,0,52
7,"Eugene, OR",110,4,53,0,106,166,4,639
7,"Evansville, IN",34,7,29,0,46,70,5,207
7,"Everett, WA",5,0,7,0,5,11,0,58
7,"Fairbanks, AK",58,2,60,0,48,105,3,384
7,"Fargo, ND",77,14,59,0,68,145,6,584
7,"Fayetteville, AR",218,40,192,0,201,372,20,1214
7,"Fayetteville, NC",17,11,15,0,18,38,7,100
7,"Flagstaff, AZ",5,1,11,0,5,17,0,150
7,"Flint, MI",34,7,20,1,24,52,1,165
7,"Fort Dodge, IA",9,1,7,0,6,17,0,53
7,"Fort Lauderdale, FL",1563,109,1210,23,1314,2244,221,7388
7,"Fort Myers, FL",439,40,331,1,372,650,54,2027
7,"Fort Smith, AR",23,2,10,0,20,32,2,112
7,"Fort Wayne, IN",86,21,63,0,35,134,8,416
7,"Fresno, CA",205,13,116,0,153,286,13,1023
7,"Gainesville, FL",53,19,47,0,47,94,10,296
7,"Garden City, KS",12,2,12,0,11,17,0,62
7,"Gillette, WY",9,0,4,0,3,11,0,62
7,"Grand Forks, ND",15,7,10,0,0,26,0,101
7,"Grand Island, NE",7,0,10,0,3,13,1,78
7,"Grand Junction, CO",34,1,26,1,35,69,2,354
7,"Grand Rapids, MI",296,37,171,0,261,447,47,1541
7,"Great Falls, MT",19,5,13,0,8,30,2,194
7,"Green Bay, WI",48,16,28,0,16,76,3,283
7,"Greensboro/High Point, NC",207,47,163,2,207,369,51,1056
7,"Greer, SC",280,53,216,4,290,475,57,1502
7,"Guam, TT",13,1,7,0,3,14,0,62
7,"Gulfport/Biloxi, MS",53,13,31,0,54,88,11,308
7,"Gunnison, CO",5,1,6,0,4,12,0,66
7,"Gustavus, AK",5,1,7,0,4,8,2,31
7,"Hagerstown, MD",8,6,13,0,10,19,1,44
7,"Hancock/Houghton, MI",3,3,8,0,11,20,1,62
7,"Harlingen/San Benito, TX",64,6,49,1,94,114,5,343
7,"Harrisburg, PA",98,32,60,0,86,163,15,504
7,"Hartford, CT",412,36,248,3,418,627,68,1937
7,"Hattiesburg/Laurel, MS",10,3,7,0,4,17,4,53
7,"Hayden, CO",16,5,10,0,12,31,1,131
7,"Hays, KS",5,3,1,0,0,8,0,53
7,"Helena, MT",10,0,5,0,5,14,0,124
7,"Hibbing, MN",7,1,5,0,0,8,0,52
7,"Hilo, HI",59,0,5,2,57,72,2,569
7,"Hilton Head, SC",26,5,31,1,24,49,3,238
7,"Hobbs, NM",7,3,12,0,12,24,4,62
7,"Honolulu, HI",522,10,183,3,416,755,51,5495
7,"Houston, TX",2905,232,3061,24,2579,4968,1037,15618
7,"Huntsville, AL",129,35,103,0,138,241,28,756
7,"Hyannis, MA",11,0,9,0,9,17,2,93
7,"Idaho Falls, ID",33,7,25,0,23,62,2,322
7,"Indianapolis, IN",840,99,614,6,828,1334,103,4218
7,"International Falls, MN",14,6,5,0,0,20,0,62
7,"Iron Mountain/Kingsfd, MI",13,1,2,0,0,13,0,62
7,"Islip, NY",84,3,38,1,81,117,13,407
7,"Ithaca/Cortland, NY",11,0,10,0,11,19,3,62
7,"Jackson, WY",120,11,57,0,84,163,12,663
7,"Jackson/Vicksburg, MS",118,22,92,2,109,195,23,610
7,"Jacksonville, FL",613,60,474,3,538,908,100,2612
7,"Jacksonville/Camp Lejeune, NC",35,22,37,0,48,70,12,205
7,"Jamestown, ND",8,0,6,0,2,10,0,57
7,"Johnstown, PA",3,2,4,0,7,12,1,62
7,"Joplin, MO",7,0,5,0,6,13,2,52
7,"Juneau, AK",75,3,92,4,65,149,7,527
7,"Kahului, HI",192,2,45,6,138,262,27,2422
7,"Kalamazoo, MI",19,3,7,0,0,22,1,85
7,"Kalispell, MT",97,5,46,0,50,125,7,570
7,"Kansas City, MO",916,67,562,10,948,1371,106,4592
7,"Ketchikan, AK",25,1,28,0,22,52,2,278
7,"Key West, FL",96,11,57,0,73,139,17,513
7,"Killeen, TX",33,7,29,0,32,57,0,176
7,"King Salmon, AK",6,0,8,0,7,10,0,46
7,"Knoxville, TN",246,72,228,3,307,474,59,1550
7,"Kodiak, AK",4,1,5,0,7,11,1,79
7,"Kona, HI",162,1,47,6,119,214,11,1464
7,"Kotzebue, AK",1,0,1,0,1,2,0,31
7,"La Crosse, WI",11,4,14,0,17,26,2,53
7,"Lafayette, LA",57,22,51,3,40,103,11,315
7,"Lake Charles, LA",6,1,9,0,8,15,1,92
7,"Lansing, MI",24,1,11,0,10,30,2,111
7,"Laramie, WY",2,2,1,0,2,6,4,53
7,"Laredo, TX",23,5,39,0,36,53,0,171
7,"Las Vegas, NV",2772,169,2683,37,2998,4800,442,16295
7,"Latrobe, PA",5,1,3,0,4,9,2,62
7,"Lawton/Fort Sill, OK",9,1,5,0,2,13,2,92
7,"Lewiston, ID",10,1,3,0,1,12,0,93
7,"Lexington, KY",168,40,133,4,176,283,35,855
7,"Liberal, KS",6,0,1,0,1,6,4,53
7,"Lihue, HI",128,0,35,6,98,170,15,1455
7,"Lincoln, NE",32,4,20,0,20,59,0,215
7,"Little Rock, AR",230,33,207,1,227,402,22,1192
7,"Long Beach, CA",232,9,68,2,241,313,7,1541
7,"Longview, TX",12,2,9,0,11,23,2,62
7,"Los Angeles, CA",3110,244,2045,30,2254,4453,433,17519
7,"Louisville, KY",448,55,362,3,404,703,59,2182
7,"Lubbock, TX",81,6,64,0,92,134,0,520
7,"Madison, WI",170,23,153,2,190,319,41,1019
7,"Manchester, NH",99,17,51,1,111,165,17,520
7,"Manhattan/Ft. Riley, KS",13,0,11,0,19,25,0,93
7,"Marquette, MI",10,2,8,0,12,21,0,92
7,"Martha's Vineyard, MA",35,0,37,0,32,58,9,353
7,"Mason City, IA",7,1,8,0,9,18,0,53
7,"Medford, OR",61,4,31,0,27,78,6,386
7,"Melbourne, FL",25,8,23,0,25,53,11,232
7,"Memphis, TN",463,60,324,5,481,733,82,2134
7,"Meridian, MS",7,2,9,0,10,19,7,53
7,"Miami, FL",1665,190,1060,24,1468,2509,197,8732
7,"Midland/Odessa, TX",132,13,116,2,135,232,8,810
7,"Milwaukee, WI",507,51,316,2,426,757,70,2614
7,"Minneapolis, MN",1994,261,1860,7,1549,3472,493,11788
7,"Minot, ND",25,11,17,0,4,42,1,233
7,"Mission/McAllen/Edinburg, TX",124,17,54,0,107,177,13,472
7,"Missoula, MT",76,7,62,0,67,135,15,567
7,"Mobile, AL",37,7,30,0,36,66,13,228
7,"Moline, IL",70,17,64,0,81,147,11,384
7,"Monroe, LA",26,3,22,0,35,54,5,204
7,"Monterey, CA",58,8,57,0,71,119,5,441
7,"Montgomery, AL",42,7,25,0,41,69,9,234
7,"Montrose/Delta, CO",42,2,28,0,35,65,4,251
7,"Mosinee, WI",6,0,7,0,9,13,1,62
7,"Myrtle Beach, SC",333,48,322,2,319,570,89,1940
7,"Nantucket, MA",45,12,48,0,30,90,20,479
7,"Nashville, TN",1560,184,1088,21,1656,2482,157,9146
7,"New Bern/Morehead/Beaufort, NC",5,2,4,0,5,10,2,22
7,"New Orleans, LA",1002,66,757,11,913,1488,118,4192
7,"New York, NY",3583,443,4218,29,3605,7067,1183,25212
7,"Newark, NJ",1608,209,2321,9,1517,3521,564,11095
7,"Newburgh/Poughkeepsie, NY",6,5,10,0,5,13,1,48
7,"Niagara Falls, NY",3,4,9,0,3,12,1,34
7,"Nome, AK",5,0,3,0,6,9,0,31
7,"Norfolk, VA",379,63,368,1,363,650,101,1945
7,"North Bend/Coos Bay, OR",2,2,2,0,4,9,0,40
7,"North Platte, NE",11,0,4,0,2,13,0,52
7,"Oakland, CA",553,15,229,2,650,834,34,3726
7,"Oklahoma City, OK",379,58,262,0,384,614,38,2073
7,"Omaha, NE",443,40,287,5,405,664,50,2102
7,"Ontario, CA",434,24,193,2,445,635,50,2411
7,"Orlando, FL",2626,183,2231,18,2579,4266,387,13337
7,"Pago Pago, TT",3,1,0,1,0,3,0,14
7,"Palm Springs, CA",72,5,46,0,74,121,4,604
7,"Panama City, FL",186,20,142,1,184,308,21,1038
7,"Pasco/Kennewick/Richland, WA",57,8,35,4,38,99,2,462
7,"Pellston, MI",21,3,0,0,0,23,0,114
7,"Pensacola, FL",291,42,241,2,279,484,41,1422
7,"Peoria, IL",35,17,33,1,43,78,3,321
7,"Petersburg, AK",5,1,5,0,6,10,0,62
7,"Philadelphia, PA",1691,258,1607,9,1882,3102,388,9966
7,"Phoenix, AZ",2559,219,1771,24,2671,4072,274,16282
7,"Pittsburgh, PA",747,86,528,7,784,1220,152,4113
7,"Plattsburgh, NY",8,0,8,0,6,10,1,48
7,"Pocatello, ID",2,1,0,0,0,3,0,62
7,"Ponce, PR",29,3,19,0,18,33,1,93
7,"Portland, ME",224,14,160,1,219,358,44,1362
7,"Portland, OR",857,59,597,6,788,1369,121,5491
7,"Portsmouth, NH",2,4,7,0,1,8,0,31
7,"Prescott, AZ",7,0,6,0,6,13,0,62
7,"Providence, RI",290,34,170,5,301,443,27,1317
7,"Provo, UT",26,7,34,0,42,55,5,160
7,"Punta Gorda, FL",65,8,110,0,91,154,16,509
7,"Raleigh/Durham, NC",1082,122,839,2,1151,1792,226,5668
7,"Rapid City, SD",97,11,69,0,69,150,12,567
7,"Redding, CA",13,3,4,0,7,23,0,124
7,"Reno, NV",372,19,214,2,351,545,28,1920
7,"Rhinelander, WI",25,9,13,0,0,34,1,91
7,"Richmond, VA",381,50,248,5,353,567,60,1622
7,"Riverton/Lander, WY",8,1,5,0,3,11,0,62
7,"Roanoke, VA",33,10,32,0,36,69,8,232
7,"Rochester, MN",19,6,23,0,22,42,2,124
7,"Rochester, NY",242,29,117,0,228,357,56,1130
7,"Rock Springs, WY",6,0,4,0,3,10,1,62
7,"Rockford, IL",11,4,10,0,5,18,2,80
7,"Roswell, NM",11,2,12,0,2,16,1,92
7,"Sacramento, CA",845,53,433,8,863,1270,70,5022
7,"Saginaw/Bay City/Midland, MI",28,3,22,0,14,46,1,196
7,"Saipan, TT",1,0,0,0,0,1,0,31
7,"Salina, KS",8,0,5,0,2,10,0,53
7,"Salt Lake City, UT",1383,101,692,1,1066,2019,330,9947
7,"San Angelo, TX",15,0,16,0,17,24,0,92
7,"San Antonio, TX",854,62,628,8,812,1298,108,3756
7,"San Diego, CA",1587,111,1368,15,1480,2623,155,8721
7,"San Francisco, CA",1672,123,1254,12,1448,2785,296,11828
7,"San Jose, CA",597,38,353,2,724,1004,57,4516
7,"San Juan, PR",889,60,637,13,647,1183,58,3568
7,"San Luis Obispo, CA",68,5,51,1,75,121,2,465
7,"Sanford, FL",158,42,188,2,235,330,23,1008
7,"Santa Ana, CA",514,31,245,6,503,767,89,3697
7,"Santa Barbara, CA",98,7,69,0,81,156,12,749
7,"Santa Fe, NM",33,10,23,0,15,62,1,306
7,"Santa Maria, CA",1,0,0,0,1,2,0,8
7,"Santa Rosa, CA",26,2,31,0,31,56,1,319
7,"Sarasota/Bradenton, FL",225,27,168,2,207,342,29,1151
7,"Sault Ste. Marie, MI",13,1,4,0,0,13,0,62
7,"Savannah, GA",353,56,298,4,375,603,61,1726
7,"Scottsbluff, NE",2,0,4,0,7,9,0,52
7,"Scranton/Wilkes-Barre, PA",23,13,25,1,32,58,3,148
7,"Seattle, WA",1971,226,2125,26,1983,3856,291,16200
7,"Sheridan, WY",3,1,2,0,3,7,0,62
7,"Shreveport, LA",53,17,58,1,76,123,16,410
7,"Sioux City, IA",11,0,9,0,9,22,2,62
7,"Sioux Falls, SD",93,14,66,1,79,167,16,556
7,"Sitka, AK",19,6,22,1,25,48,1,186
7,"South Bend, IN",85,35,73,0,44,158,10,546
7,"Spokane, WA",281,19,178,1,257,431,32,1606
7,"Springfield, IL",0,0,0,0,0,0,1,9
7,"Springfield, MO",134,30,117,1,124,249,13,884
7,"St. Cloud, MN",0,0,0,0,0,0,1,9
7,"St. George, UT",32,12,17,0,5,50,0,234
7,"St. Louis, MO",1015,88,644,6,1147,1675,105,6029
7,"St. Petersburg, FL",118,69,165,1,190,314,30,960
7,"State College, PA",2,0,3,0,2,6,0,34
7,"Stillwater, OK",5,1,2,0,0,7,0,62
7,"Stockton, CA",4,3,6,0,7,11,1,49
7,"Sun Valley/Hailey/Ketchum, ID",16,3,16,0,16,34,0,194
7,"Syracuse, NY",216,39,167,0,228,381,51,1258
7,"Tallahassee, FL",83,20,66,0,89,148,18,483
7,"Tampa, FL",1389,104,1205,17,1322,2145,180,6327
7,"Texarkana, AR",16,1,10,0,15,24,2,62
7,"Toledo, OH",3,0,0,0,0,3,0,26
7,"Traverse City, MI",79,19,70,0,60,141,12,607
7,"Trenton, NJ",11,5,21,0,16,29,4,142
7,"Tucson, AZ",220,19,129,0,180,326,26,1392
7,"Tulsa, OK",295,27,170,1,299,469,29,1559
7,"Twin Falls, ID",7,1,1,0,0,8,0,62
7,"Tyler, TX",16,1,19,0,18,26,3,92
7,"Valdosta, GA",14,3,9,0,7,16,4,62
7,"Valparaiso, FL",194,34,192,2,241,358,34,1141
7,"Victoria, TX",7,1,6,0,8,16,4,53
7,"Waco, TX",8,2,7,0,1,14,0,92
7,"Walla Walla, WA",5,1,7,0,8,14,0,60
7,"Washington, DC",2505,333,2163,23,2460,4297,483,16640
7,"West Palm Beach/Palm Beach, FL",473,33,306,1,375,662,68,2055
7,"West Yellowstone, MT",18,1,7,0,0,19,0,70
7,"White Plains, NY",219,44,162,5,187,333,23,1032
7,"Wichita Falls, TX",6,3,8,1,0,13,0,62
7,"Wichita, KS",162,23,143,2,156,301,21,952
7,"Williston, ND",30,6,19,1,4,42,0,165
7,"Wilmington, NC",131,33,107,2,157,249,36,861
7,"Worcester, MA",19,1,11,0,17,29,2,120
7,"Wrangell, AK",5,2,5,0,7,11,0,62
7,"Yakutat, AK",4,0,10,1,9,14,1,62
7,"Yuma, AZ",16,0,15,0,12,22,2,118
8,"Aberdeen, SD",8,6,7,0,0,13,0,62
8,"Abilene, TX",16,3,23,0,17,31,0,146
8,"Adak Island, AK",1,0,2,0,0,2,0,9
8,"Aguadilla, PR",60,8,50,1,28,77,6,190
8,"Akron, OH",42,10,34,0,44,82,10,307
8,"Albany, GA",14,3,3,0,0,17,1,62
8,"Albany, NY",210,21,118,3,187,309,22,1081
8,"Albuquerque, NM",280,9,185,1,272,438,9,2077
8,"Alexandria, LA",17,3,4,0,5,23,1,177
8,"Allentown/Bethlehem/Easton, PA",39,21,34,1,50,81,9,369
8,"Alpena, MI",10,1,0,0,0,11,0,54
8,"Amarillo, TX",49,5,28,0,41,80,1,460
8,"Anchorage, AK",237,18,381,18,269,524,20,2235
8,"Appleton, WI",64,12,50,0,35,112,2,503
8,"Arcata/Eureka, CA",14,3,18,0,11,30,5,145
8,"Asheville, NC",130,38,170,0,135,292,32,1196
8,"Ashland, WV",11,2,11,0,7,17,2,56
8,"Aspen, CO",88,15,73,0,49,163,0,647
8,"Atlanta, GA",2695,420,2317,14,2678,4882,319,29481
8,"Atlantic City, NJ",43,16,61,1,37,78,8,279
8,"Augusta, GA",38,14,24,2,43,74,10,361
8,"Austin, TX",976,86,641,3,880,1522,65,7156
8,"Bakersfield, CA",33,3,18,0,24,49,1,266
8,"Baltimore, MD",1096,116,1411,14,1262,2152,225,8946
8,"Bangor, ME",68,7,98,0,58,142,42,644
8,"Barrow, AK",4,1,6,0,9,11,0,31
8,"Baton Rouge, LA",38,12,39,0,30,74,2,412
8,"Beaumont/Port Arthur, TX",3,0,0,0,0,3,0,62
8,"Belleville, IL",15,4,7,0,12,20,4,105
8,"Bellingham, WA",13,1,21,1,23,37,0,183
8,"Bemidji, MN",7,4,5,0,0,11,0,62
8,"Bend/Redmond, OR",49,10,52,1,43,88,1,537
8,"Bethel, AK",8,2,8,0,6,14,0,62
8,"Billings, MT",59,5,21,0,53,88,2,413
8,"Binghamton, NY",3,0,0,0,2,4,4,31
8,"Birmingham, AL",196,28,158,2,163,324,25,1427
8,"Bishop, CA",0,0,0,0,0,0,0,31
8,"Bismarck/Mandan, ND",50,9,28,0,23,75,0,353
8,"Bloomington/Normal, IL",8,2,6,0,13,20,1,151
8,"Boise, ID",230,18,194,2,215,411,5,2100
8,"Boston, MA",1865,217,2294,15,1934,3762,472,13206
8,"Bozeman, MT",157,6,112,1,147,253,6,1113
8,"Brainerd, MN",7,0,3,0,0,5,0,62
8,"Bristol/Johnson City/Kingsport, TN",10,2,5,0,8,17,2,191
8,"Brownsville, TX",20,1,10,0,14,29,0,195
8,"Brunswick, GA",13,0,5,0,0,13,0,62
8,"Buffalo, NY",403,42,286,4,366,603,81,2065
8,"Burbank, CA",281,11,195,0,280,472,32,2746
8,"Burlington, VT",118,19,129,2,121,222,33,862
8,"Butte, MT",2,2,1,0,0,3,0,62
8,"Casper, WY",36,0,29,0,18,59,2,234
8,"Cedar City, UT",5,2,1,0,0,7,0,54
8,"Cedar Rapids/Iowa City, IA",115,18,87,1,94,194,10,790
8,"Champaign/Urbana, IL",17,4,14,0,20,32,0,126
8,"Charleston, SC",340,35,267,5,275,553,126,2323
8,"Charleston/Dunbar, WV",53,6,38,1,44,91,5,290
8,"Charlotte Amalie, VI",59,17,64,1,40,102,7,412
8,"Charlotte, NC",2370,437,2699,29,2975,4681,626,19151
8,"Charlottesville, VA",29,0,44,0,23,61,15,259
8,"Chattanooga, TN",57,9,48,0,51,106,8,549
8,"Cheyenne, WY",8,0,3,0,5,13,1,57
8,"Chicago, IL",4073,476,4808,29,4077,7904,446,32684
8,"Christiansted, VI",13,7,14,0,8,24,1,60
8,"Cincinnati, OH",451,68,443,3,557,888,107,3599
8,"Clarksburg/Fairmont, WV",3,0,3,0,3,4,1,21
8,"Cleveland, OH",539,57,412,6,526,885,133,3612
8,"Cody, WY",10,3,15,0,12,29,0,113
8,"College Station/Bryan, TX",9,0,5,0,18,19,0,94
8,"Colorado Springs, CO",189,9,102,0,140,288,4,1129
8,"Columbia, MO",13,2,15,0,23,33,0,178
8,"Columbia, SC",79,13,44,0,71,127,11,594
8,"Columbus, GA",8,1,5,0,3,13,5,85
8,"Columbus, MS",4,0,1,0,2,6,0,62
8,"Columbus, OH",515,70,447,4,475,874,106,3797
8,"Concord, NC",5,3,9,0,7,13,2,52
